# Captured 2020-06-21 03:47:24.254526 by unknown user
# Built at revision 8ca98ec (dirty)
time(sec)  pc_setpoint  pressure
11.560  5.000  5.069
11.570  5.000  5.230
11.580  5.000  5.081
11.590  5.000  4.937
11.600  5.000  4.897
11.610  5.000  5.268
11.620  5.000  5.118
11.630  5.000  5.073
11.640  5.000  4.787
11.650  5.000  5.027
11.660  5.000  4.937
11.670  5.000  5.263
11.680  5.000  5.074
11.690  5.000  4.788
11.700  5.000  4.817
11.710  5.000  5.172
11.720  5.000  5.014
11.730  5.000  4.948
11.740  5.000  4.966
11.750  5.000  5.096
11.760  5.000  4.968
11.770  5.000  4.927
11.780  5.000  4.763
11.790  5.000  5.023
11.800  5.000  5.156
11.810  5.000  4.998
11.820  5.000  4.904
11.830  5.000  5.119
11.840  5.000  5.067
11.850  5.000  5.000
11.860  5.000  4.873
11.870  5.000  5.177
11.880  5.000  5.016
11.890  5.000  4.973
11.900  5.000  5.101
11.910  5.000  4.808
11.920  5.000  4.997
11.930  5.000  5.104
11.940  5.000  5.184
11.950  5.000  4.978
11.960  5.000  4.797
11.970  5.000  4.904
11.980  5.000  5.084
11.990  5.000  5.082
12.000  5.000  5.038
12.010  5.000  5.031
12.020  5.000  4.936
12.030  5.000  5.059
12.040  5.000  4.990
12.050  5.000  5.007
12.060  5.000  4.954
12.070  5.000  4.937
12.080  5.000  4.959
12.090  5.000  4.971
12.100  5.000  4.866
12.110  5.000  4.932
12.120  5.000  4.944
12.130  5.000  5.079
12.140  5.000  5.019
12.150  5.000  4.826
12.160  5.000  4.949
12.170  5.000  5.046
12.180  5.000  5.100
12.190  5.000  5.108
12.200  5.000  4.895
12.210  5.000  5.096
12.220  5.000  4.893
12.230  5.000  4.954
12.240  5.000  4.938
12.250  5.000  5.047
12.260  5.000  5.015
12.270  5.000  4.988
12.280  5.000  4.910
12.290  5.000  5.111
12.300  5.000  5.000
12.310  5.000  5.067
12.320  5.000  4.995
12.330  5.000  4.994
12.340  5.000  4.944
12.350  5.000  4.985
12.360  5.000  5.232
12.370  5.000  5.207
12.380  5.000  4.937
12.390  5.000  4.952
12.400  5.000  5.055
12.410  5.000  5.065
12.420  5.000  5.090
12.430  5.000  5.094
12.440  5.000  4.862
12.450  5.000  4.967
12.460  5.000  5.055
12.470  5.000  5.247
12.480  5.000  4.923
12.490  5.000  5.040
12.500  5.000  4.768
12.510  5.000  4.999
12.520  5.000  5.127
12.530  5.000  5.030
12.540  5.000  4.788
12.550  5.000  4.816
12.560  5.000  4.870
12.570  5.000  4.995
12.580  5.000  5.116
12.590  5.000  4.965
12.600  5.000  4.799
12.610  5.000  4.930
12.620  5.000  4.872
12.630  5.000  5.013
12.640  5.000  4.994
12.650  5.000  4.951
12.660  5.000  5.066
12.670  5.000  5.057
12.680  5.000  5.095
12.690  5.000  4.947
12.700  5.000  4.963
12.710  5.000  5.055
12.720  5.000  5.015
12.730  5.000  4.970
12.740  5.000  4.946
12.750  5.000  5.084
12.760  5.000  5.028
12.770  5.000  5.026
12.780  5.000  5.154
12.790  5.000  5.022
12.800  5.000  5.036
12.810  5.000  5.079
12.820  5.000  5.061
12.830  5.000  5.126
12.840  5.000  4.908
12.850  5.000  5.115
12.860  5.000  4.993
12.870  5.000  5.031
12.880  5.000  5.062
12.890  5.000  4.950
12.900  5.000  5.068
12.910  5.000  4.977
12.920  5.000  4.950
12.930  5.000  4.942
12.940  5.000  4.994
12.950  5.000  5.061
12.960  5.000  5.107
12.970  5.000  4.843
12.980  5.000  4.853
12.990  5.000  4.916
13.000  5.000  4.946
13.010  5.000  5.143
13.020  5.000  4.920
13.030  5.000  4.926
13.040  5.000  4.834
13.050  5.000  4.922
13.060  5.000  4.964
13.070  5.000  5.130
13.080  5.000  5.104
13.090  5.000  4.791
13.100  5.000  4.909
13.110  5.000  5.084
13.120  5.000  5.140
13.130  5.000  4.949
13.140  5.000  4.992
13.150  5.000  4.956
13.160  5.000  5.258
13.170  8.001  5.006
13.180  11.000  5.229
13.190  14.000  5.739
13.200  17.000  9.178
13.210  20.000  11.572
13.220  23.000  13.022
13.230  26.000  15.606
13.240  29.000  19.158
13.250  32.000  21.241
13.260  35.000  21.906
13.270  35.000  23.310
13.280  35.000  23.476
13.290  35.000  24.584
13.300  35.000  23.555
13.310  35.000  24.978
13.320  35.000  24.048
13.330  35.000  25.181
13.340  35.000  24.518
13.350  35.000  24.601
13.360  35.000  25.177
13.370  35.000  25.748
13.380  35.000  25.860
13.390  35.000  26.183
13.400  35.000  26.383
13.410  35.000  25.909
13.420  35.000  26.475
13.430  35.000  25.910
13.440  35.000  26.945
13.450  35.000  26.631
13.460  35.000  27.100
13.470  35.000  27.306
13.480  35.000  27.294
13.490  35.000  27.680
13.500  35.000  28.582
13.510  35.000  28.006
13.520  35.000  28.797
13.530  35.000  28.852
13.540  35.000  29.016
13.550  35.000  29.118
13.560  35.000  29.198
13.570  35.000  28.904
13.580  35.000  29.411
13.590  35.000  29.320
13.600  35.000  30.053
13.610  35.000  30.185
13.620  35.000  30.686
13.630  35.000  31.070
13.640  35.000  31.188
13.650  35.000  30.744
13.660  35.000  31.270
13.670  35.000  31.659
13.680  35.000  31.986
13.690  35.000  32.503
13.700  35.000  32.143
13.710  35.000  32.430
13.720  35.000  32.585
13.730  35.000  32.885
13.740  35.000  31.992
13.750  35.000  33.066
13.760  35.000  33.687
13.770  35.000  33.352
13.780  35.000  32.924
13.790  35.000  32.977
13.800  35.000  33.524
13.810  35.000  33.889
13.820  35.000  34.014
13.830  35.000  34.717
13.840  35.000  34.250
13.850  35.000  34.402
13.860  35.000  34.800
13.870  35.000  34.719
13.880  35.000  35.575
13.890  35.000  34.765
13.900  35.000  35.852
13.910  35.000  34.842
13.920  35.000  36.026
13.930  35.000  35.191
13.940  35.000  36.323
13.950  35.000  34.439
13.960  35.000  36.410
13.970  35.000  34.535
13.980  35.000  36.460
13.990  35.000  35.454
14.000  35.000  35.665
14.010  35.000  34.718
14.020  35.000  35.253
14.030  35.000  35.585
14.040  35.000  35.288
14.050  35.000  35.544
14.060  35.000  35.626
14.070  35.000  35.566
14.080  35.000  35.450
14.090  35.000  35.701
14.100  35.000  35.096
14.110  35.000  35.424
14.120  35.000  35.129
14.130  35.000  35.170
14.140  35.000  34.734
14.150  35.000  35.515
14.160  35.000  35.372
14.170  35.000  34.679
14.180  35.000  35.138
14.190  35.000  35.255
14.200  35.000  35.529
14.210  35.000  34.896
14.220  35.000  35.216
14.230  35.000  35.197
14.240  35.000  35.674
14.250  35.000  35.279
14.260  35.000  34.187
14.270  35.000  34.761
14.280  35.000  35.968
14.290  35.000  35.425
14.300  35.000  34.783
14.310  35.000  34.619
14.320  35.000  35.127
14.330  35.000  35.265
14.340  35.000  35.352
14.350  35.000  34.529
14.360  35.000  34.722
14.370  5.000  35.364
14.380  5.000  34.781
14.390  5.000  31.520
14.400  5.000  26.906
14.410  5.000  22.662
14.420  5.000  21.416
14.430  5.000  20.830
14.440  5.000  20.138
14.450  5.000  19.952
14.460  5.000  19.355
14.470  5.000  19.219
14.480  5.000  18.869
14.490  5.000  18.415
14.500  5.000  18.230
14.510  5.000  17.653
14.520  5.000  17.264
14.530  5.000  16.937
14.540  5.000  16.608
14.550  5.000  16.526
14.560  5.000  16.269
14.570  5.000  16.138
14.580  5.000  15.823
14.590  5.000  15.690
14.600  5.000  15.497
14.610  5.000  15.321
14.620  5.000  15.042
14.630  5.000  14.811
14.640  5.000  14.633
14.650  5.000  14.460
14.660  5.000  14.206
14.670  5.000  14.123
14.680  5.000  13.736
14.690  5.000  13.686
14.700  5.000  13.348
14.710  5.000  13.317
14.720  5.000  12.960
14.730  5.000  12.976
14.740  5.000  12.675
14.750  5.000  12.514
14.760  5.000  12.273
14.770  5.000  12.116
14.780  5.000  11.811
14.790  5.000  11.726
14.800  5.000  11.378
14.810  5.000  11.394
14.820  5.000  11.275
14.830  5.000  11.053
14.840  5.000  10.841
14.850  5.000  10.701
14.860  5.000  10.543
14.870  5.000  10.452
14.880  5.000  10.335
14.890  5.000  10.069
14.900  5.000  9.939
14.910  5.000  9.752
14.920  5.000  9.577
14.930  5.000  9.510
14.940  5.000  9.318
14.950  5.000  9.124
14.960  5.000  9.005
14.970  5.000  8.764
14.980  5.000  8.633
14.990  5.000  8.430
15.000  5.000  8.370
15.010  5.000  8.151
15.020  5.000  8.043
15.030  5.000  7.808
15.040  5.000  7.745
15.050  5.000  7.574
15.060  5.000  7.428
15.070  5.000  7.314
15.080  5.000  7.085
15.090  5.000  6.970
15.100  5.000  6.795
15.110  5.000  6.763
15.120  5.000  6.537
15.130  5.000  6.510
15.140  5.000  6.296
15.150  5.000  6.228
15.160  5.000  6.111
15.170  5.000  5.877
15.180  5.000  5.730
15.190  5.000  5.731
15.200  5.000  5.593
15.210  5.000  5.560
15.220  5.000  5.379
15.230  5.000  5.192
15.240  5.000  5.141
15.250  5.000  5.084
15.260  5.000  4.938
15.270  5.000  4.687
15.280  5.000  4.692
15.290  5.000  4.545
15.300  5.000  4.458
15.310  5.000  4.378
15.320  5.000  4.349
15.330  5.000  4.279
15.340  5.000  4.234
15.350  5.000  4.242
15.360  5.000  4.231
15.370  5.000  4.241
15.380  5.000  4.140
15.390  5.000  4.193
15.400  5.000  4.159
15.410  5.000  4.144
15.420  5.000  4.217
15.430  5.000  4.139
15.440  5.000  4.069
15.450  5.000  4.001
15.460  5.000  4.124
15.470  5.000  4.303
15.480  5.000  4.530
15.490  5.000  4.705
15.500  5.000  4.699
15.510  5.000  4.667
15.520  5.000  4.624
15.530  5.000  4.637
15.540  5.000  4.782
15.550  5.000  4.585
15.560  5.000  4.571
15.570  5.000  4.515
15.580  5.000  4.570
15.590  5.000  4.559
15.600  5.000  4.789
15.610  5.000  4.778
15.620  5.000  4.721
15.630  5.000  4.632
15.640  5.000  4.789
15.650  5.000  4.876
15.660  5.000  4.820
15.670  5.000  4.746
15.680  5.000  4.953
15.690  5.000  5.007
15.700  5.000  4.857
15.710  5.000  4.835
15.720  5.000  4.991
15.730  5.000  5.034
15.740  5.000  5.079
15.750  5.000  5.122
15.760  5.000  5.084
15.770  5.000  5.132
15.780  5.000  5.153
15.790  5.000  5.233
15.800  5.000  5.233
15.810  5.000  5.172
15.820  5.000  5.103
15.830  5.000  5.112
15.840  5.000  5.178
15.850  5.000  5.046
15.860  5.000  5.150
15.870  5.000  5.106
15.880  5.000  5.115
15.890  5.000  5.141
15.900  5.000  5.160
15.910  5.000  4.982
15.920  5.000  5.126
15.930  5.000  5.077
15.940  5.000  4.939
15.950  5.000  5.052
15.960  5.000  4.990
15.970  5.000  4.870
15.980  5.000  4.818
15.990  5.000  4.882
16.000  5.000  4.964
16.010  5.000  4.982
16.020  5.000  4.939
16.030  5.000  4.833
16.040  5.000  4.839
16.050  5.000  4.877
16.060  5.000  4.964
16.070  5.000  4.972
16.080  5.000  4.967
16.090  5.000  4.823
16.100  5.000  4.892
16.110  5.000  5.032
16.120  5.000  4.960
16.130  5.000  4.959
16.140  5.000  4.773
16.150  5.000  4.947
16.160  5.000  5.069
16.170  5.000  5.033
16.180  5.000  4.899
16.190  5.000  4.950
16.200  5.000  5.010
16.210  5.000  5.020
16.220  5.000  5.108
16.230  5.000  5.148
16.240  5.000  5.227
16.250  5.000  4.993
16.260  5.000  5.021
16.270  5.000  5.052
16.280  5.000  5.229
16.290  5.000  5.190
16.300  5.000  5.025
16.310  5.000  4.930
16.320  5.000  4.989
16.330  5.000  5.141
16.340  5.000  5.025
16.350  5.000  4.954
16.360  5.000  4.926
16.370  5.000  4.942
16.380  5.000  5.031
16.390  5.000  5.021
16.400  5.000  4.988
16.410  5.000  4.919
16.420  5.000  4.892
16.430  5.000  5.070
16.440  5.000  4.953
16.450  5.000  5.058
16.460  5.000  4.942
16.470  5.000  4.858
16.480  5.000  4.740
16.490  5.000  5.061
16.500  5.000  5.210
16.510  5.000  5.021
16.520  5.000  4.846
16.530  5.000  4.867
16.540  5.000  4.967
16.550  5.000  4.935
16.560  5.000  5.071
16.570  5.000  4.816
16.580  5.000  4.973
16.590  5.000  5.116
16.600  5.000  5.208
16.610  5.000  4.991
16.620  5.000  5.049
16.630  5.000  4.956
16.640  5.000  4.946
16.650  5.000  5.007
16.660  5.000  4.930
16.670  5.000  5.045
16.680  5.000  4.931
16.690  5.000  5.203
16.700  5.000  4.988
16.710  5.000  5.074
16.720  5.000  5.004
16.730  5.000  5.109
16.740  5.000  5.058
16.750  5.000  4.922
16.760  5.000  5.086
16.770  5.000  5.135
16.780  5.000  5.029
16.790  5.000  4.996
16.800  5.000  4.902
16.810  5.000  4.925
16.820  5.000  4.949
16.830  5.000  5.267
16.840  5.000  5.032
16.850  5.000  4.744
16.860  5.000  4.884
16.870  5.000  5.116
16.880  5.000  5.115
16.890  5.000  4.887
16.900  5.000  4.926
16.910  5.000  4.924
16.920  5.000  5.038
16.930  5.000  5.115
16.940  5.000  4.873
16.950  5.000  4.854
16.960  5.000  4.845
16.970  5.000  5.143
16.980  5.000  5.006
16.990  5.000  5.062
17.000  5.000  4.879
17.010  5.000  4.944
17.020  5.000  5.044
17.030  5.000  5.140
17.040  5.000  4.984
17.050  5.000  4.876
17.060  5.000  4.980
17.070  5.000  5.002
17.080  5.000  4.913
17.090  5.000  5.165
17.100  5.000  5.012
17.110  5.000  4.953
17.120  5.000  4.803
17.130  5.000  5.094
17.140  5.000  5.196
17.150  5.000  5.009
17.160  5.000  4.945
17.170  5.000  4.922
17.180  5.000  4.995
17.190  5.000  5.168
17.200  5.000  4.941
17.210  5.000  4.928
17.220  5.000  4.999
17.230  5.000  5.009
17.240  5.000  4.961
17.250  5.000  5.148
17.260  5.000  5.001
17.270  5.000  4.948
17.280  5.000  4.906
17.290  5.000  5.085
17.300  5.000  5.116
17.310  5.000  5.038
17.320  5.000  5.066
17.330  5.000  4.984
17.340  5.000  4.892
17.350  5.000  5.107
17.360  5.000  5.014
17.370  5.000  5.044
17.380  5.000  4.714
17.390  5.000  5.050
17.400  5.000  5.061
17.410  5.000  5.160
17.420  5.000  5.113
17.430  5.000  4.888
17.440  5.000  4.942
17.450  5.000  4.906
17.460  5.000  4.954
17.470  5.000  5.018
17.480  5.000  5.040
17.490  5.000  4.828
17.500  5.000  5.038
17.510  5.000  5.129
17.520  5.000  5.038
17.530  5.000  4.898
17.540  5.000  5.072
17.550  5.000  4.923
17.560  5.000  5.042
17.570  5.000  4.964
17.580  5.000  5.107
17.590  5.000  5.013
17.600  5.000  4.993
17.610  5.000  5.055
17.620  5.000  4.832
17.630  5.000  4.994
17.640  5.000  4.892
17.650  5.000  5.088
17.660  5.000  4.890
17.670  5.000  4.959
17.680  5.000  4.919
17.690  5.000  5.097
17.700  5.000  5.071
17.710  5.000  5.003
17.720  5.000  4.985
17.730  5.000  5.029
17.740  5.000  4.960
17.750  5.000  4.989
17.760  5.000  4.951
17.770  5.000  4.946
17.780  5.000  5.081
17.790  5.000  5.062
17.800  5.000  5.120
17.810  5.000  4.976
17.820  5.000  4.934
17.830  5.000  4.961
17.840  5.000  5.167
17.850  5.000  5.010
17.860  5.000  4.956
17.870  5.000  4.987
17.880  5.000  4.931
17.890  5.000  5.188
17.900  5.000  5.109
17.910  5.000  5.037
17.920  5.000  4.824
17.930  5.000  4.809
17.940  5.000  5.171
17.950  5.000  5.341
17.960  5.000  4.954
17.970  5.000  4.700
17.980  5.000  4.959
17.990  5.000  5.098
18.000  5.000  5.091
18.010  5.000  4.868
18.020  5.000  4.761
18.030  5.000  4.851
18.040  5.000  5.101
18.050  5.000  5.061
18.060  5.000  4.926
18.070  5.000  4.938
18.080  5.000  5.005
18.090  5.000  5.063
18.100  5.000  4.953
18.110  5.000  4.961
18.120  5.000  5.020
18.130  5.000  4.987
18.140  5.000  4.996
18.150  5.000  5.018
18.160  5.000  5.065
18.170  5.000  5.004
18.180  5.000  4.928
18.190  5.000  4.995
18.200  5.000  4.970
18.210  5.000  5.091
18.220  5.000  5.259
18.230  5.000  4.932
18.240  5.000  4.834
18.250  5.000  5.002
18.260  5.000  5.186
18.270  5.000  5.210
18.280  5.000  4.885
18.290  5.000  4.909
18.300  5.000  4.918
18.310  5.000  5.026
18.320  5.000  5.187
18.330  5.000  5.035
18.340  5.000  4.937
18.350  5.000  4.884
18.360  5.000  4.912
18.370  5.000  5.081
18.380  5.000  5.060
18.390  5.000  4.989
18.400  5.000  4.807
18.410  5.000  5.077
18.420  5.000  5.114
18.430  5.000  5.216
18.440  5.000  4.823
18.450  5.000  4.916
18.460  5.000  4.973
18.470  5.000  4.905
18.480  5.000  4.952
18.490  5.000  5.085
18.500  5.000  4.862
18.510  5.000  5.070
18.520  5.000  4.851
18.530  5.000  5.024
18.540  5.000  5.243
18.550  5.000  5.085
18.560  5.000  4.888
18.570  5.000  4.800
18.580  5.000  5.027
18.590  5.000  5.167
18.600  5.000  5.138
18.610  5.000  5.009
18.620  5.000  4.915
18.630  5.000  4.939
18.640  5.000  5.249
18.650  5.000  5.019
18.660  5.000  4.881
18.670  5.000  4.949
18.680  5.000  4.962
18.690  5.000  5.081
18.700  5.000  5.131
18.710  5.000  4.981
18.720  5.000  4.843
18.730  5.000  4.976
18.740  5.000  4.981
18.750  5.000  4.968
18.760  5.000  4.940
18.770  5.000  5.052
18.780  5.000  4.790
18.790  5.000  5.007
18.800  5.000  5.011
18.810  5.000  5.212
18.820  5.000  5.016
18.830  5.000  5.017
18.840  5.000  4.833
18.850  5.000  5.045
18.860  5.000  5.174
18.870  5.000  4.965
18.880  5.000  4.888
18.890  5.000  4.979
18.900  5.000  5.113
18.910  5.000  5.022
18.920  5.000  4.923
18.930  5.000  4.924
18.940  5.000  4.940
18.950  5.000  5.030
18.960  5.000  5.025
18.970  5.000  4.937
18.980  5.000  5.040
18.990  5.000  5.036
19.000  5.000  4.982
19.010  5.000  5.001
19.020  5.000  4.915
19.030  5.000  5.019
19.040  5.000  5.214
19.050  5.000  4.973
19.060  5.000  4.976
19.070  5.000  5.018
19.080  5.000  4.977
19.090  5.000  5.091
19.100  5.000  4.891
19.110  5.000  5.069
19.120  5.000  4.974
19.130  5.000  5.000
19.140  5.000  4.843
19.150  5.000  5.052
19.160  5.000  5.101
19.170  10.000  4.970
19.180  12.500  4.953
19.190  15.000  6.826
19.200  17.500  9.339
19.210  20.000  11.291
19.220  22.501  14.546
19.230  25.000  18.039
19.240  27.500  20.933
19.250  30.000  22.331
19.260  32.500  22.896
19.270  35.000  22.456
19.280  35.000  22.973
19.290  35.000  23.860
19.300  35.000  24.056
19.310  35.000  24.249
19.320  35.000  24.716
19.330  35.000  24.512
19.340  35.000  24.782
19.350  35.000  25.216
19.360  35.000  25.121
19.370  35.000  25.405
19.380  35.000  25.492
19.390  35.000  25.723
19.400  35.000  26.016
19.410  35.000  26.977
19.420  35.000  26.838
19.430  35.000  26.634
19.440  35.000  26.475
19.450  35.000  27.604
19.460  35.000  26.787
19.470  35.000  27.698
19.480  35.000  26.742
19.490  35.000  27.670
19.500  35.000  27.641
19.510  35.000  28.354
19.520  35.000  27.891
19.530  35.000  28.089
19.540  35.000  28.925
19.550  35.000  29.086
19.560  35.000  29.348
19.570  35.000  29.008
19.580  35.000  29.958
19.590  35.000  29.899
19.600  35.000  30.306
19.610  35.000  30.315
19.620  35.000  30.870
19.630  35.000  30.709
19.640  35.000  30.120
19.650  35.000  30.574
19.660  35.000  31.181
19.670  35.000  31.180
19.680  35.000  31.799
19.690  35.000  31.850
19.700  35.000  32.105
19.710  35.000  32.014
19.720  35.000  32.615
19.730  35.000  32.600
19.740  35.000  32.676
19.750  35.000  33.268
19.760  35.000  32.953
19.770  35.000  32.863
19.780  35.000  33.174
19.790  35.000  33.894
19.800  35.000  33.818
19.810  35.000  34.044
19.820  35.000  34.401
19.830  35.000  34.856
19.840  35.000  34.405
19.850  35.000  34.189
19.860  35.000  35.287
19.870  35.000  35.584
19.880  35.000  35.145
19.890  35.000  34.485
19.900  35.000  36.284
19.910  35.000  34.323
19.920  35.000  36.091
19.930  35.000  34.814
19.940  35.000  35.891
19.950  35.000  34.829
19.960  35.000  35.441
19.970  35.000  35.437
19.980  35.000  35.799
19.990  35.000  35.134
20.000  35.000  35.365
20.010  35.000  35.329
20.020  35.000  35.748
20.030  35.000  35.559
20.040  35.000  35.356
20.050  35.000  35.753
20.060  35.000  35.830
20.070  35.000  35.905
20.080  35.000  36.324
20.090  35.000  35.487
20.100  35.000  35.910
20.110  35.000  35.239
20.120  35.000  35.197
20.130  35.000  34.560
20.140  35.000  34.316
20.150  35.000  34.614
20.160  35.000  35.576
20.170  35.000  35.319
20.180  35.000  35.304
20.190  35.000  34.306
20.200  35.000  34.932
20.210  35.000  36.204
20.220  35.000  35.754
20.230  35.000  35.092
20.240  35.000  34.974
20.250  35.000  35.024
20.260  35.000  35.196
20.270  35.000  35.312
20.280  35.000  34.739
20.290  35.000  34.719
20.300  35.000  34.775
20.310  35.000  35.596
20.320  35.000  35.228
20.330  35.000  35.329
20.340  35.000  34.486
20.350  35.000  35.162
20.360  35.000  34.868
20.370  35.000  35.458
20.380  10.000  34.678
20.390  10.000  33.258
20.400  10.000  30.598
20.410  10.000  26.569
20.420  10.000  23.256
20.430  10.000  21.337
20.440  10.000  20.940
20.450  10.000  20.023
20.460  10.000  19.826
20.470  10.000  19.246
20.480  10.000  18.994
20.490  10.000  18.789
20.500  10.000  18.379
20.510  10.000  18.068
20.520  10.000  17.605
20.530  10.000  17.380
20.540  10.000  17.154
20.550  10.000  16.886
20.560  10.000  16.724
20.570  10.000  16.327
20.580  10.000  16.085
20.590  10.000  15.941
20.600  10.000  15.713
20.610  10.000  15.442
20.620  10.000  15.288
20.630  10.000  15.039
20.640  10.000  14.625
20.650  10.000  14.281
20.660  10.000  14.157
20.670  10.000  14.022
20.680  10.000  13.737
20.690  10.000  13.679
20.700  10.000  13.390
20.710  10.000  13.321
20.720  10.000  13.082
20.730  10.000  12.752
20.740  10.000  12.675
20.750  10.000  12.386
20.760  10.000  12.211
20.770  10.000  12.071
20.780  10.000  11.921
20.790  10.000  11.836
20.800  10.000  11.594
20.810  10.000  11.349
20.820  10.000  11.241
20.830  10.000  11.144
20.840  10.000  10.861
20.850  10.000  10.845
20.860  10.000  10.546
20.870  10.000  10.421
20.880  10.000  10.377
20.890  10.000  10.049
20.900  10.000  9.920
20.910  10.000  9.772
20.920  10.000  9.460
20.930  10.000  9.239
20.940  10.000  9.233
20.950  10.000  9.136
20.960  10.000  9.150
20.970  10.000  9.263
20.980  10.000  9.248
20.990  10.000  9.283
21.000  10.000  9.249
21.010  10.000  9.150
21.020  10.000  9.084
21.030  10.000  9.011
21.040  10.000  8.977
21.050  10.000  8.853
21.060  10.000  8.909
21.070  10.000  8.935
21.080  10.000  9.036
21.090  10.000  9.147
21.100  10.000  9.702
21.110  10.000  9.978
21.120  10.000  10.005
21.130  10.000  9.805
21.140  10.000  9.702
21.150  10.000  9.641
21.160  10.000  9.554
21.170  10.000  9.655
21.180  10.000  9.420
21.190  10.000  9.386
21.200  10.000  9.439
21.210  10.000  9.543
21.220  10.000  9.682
21.230  10.000  9.876
21.240  10.000  9.896
21.250  10.000  9.912
21.260  10.000  9.731
21.270  10.000  9.725
21.280  10.000  9.846
21.290  10.000  10.101
21.300  10.000  9.954
21.310  10.000  9.627
21.320  10.000  9.603
21.330  10.000  9.900
21.340  10.000  9.958
21.350  10.000  9.927
21.360  10.000  9.696
21.370  10.000  9.719
21.380  10.000  9.710
21.390  10.000  9.759
21.400  10.000  9.865
21.410  10.000  9.752
21.420  10.000  9.704
21.430  10.000  9.647
21.440  10.000  9.583
21.450  10.000  9.912
21.460  10.000  9.930
21.470  10.000  9.944
21.480  10.000  9.534
21.490  10.000  9.742
21.500  10.000  10.111
21.510  10.000  10.231
21.520  10.000  9.904
21.530  10.000  9.610
21.540  10.000  9.900
21.550  10.000  10.267
21.560  10.000  10.356
21.570  10.000  9.948
21.580  10.000  9.663
21.590  10.000  10.029
21.600  10.000  10.262
21.610  10.000  10.304
21.620  10.000  10.227
21.630  10.000  9.758
21.640  10.000  9.975
21.650  10.000  10.366
21.660  10.000  10.309
21.670  10.000  9.938
21.680  10.000  9.717
21.690  10.000  9.889
21.700  10.000  10.459
21.710  10.000  10.336
21.720  10.000  9.811
21.730  10.000  9.542
21.740  10.000  9.941
21.750  10.000  10.508
21.760  10.000  10.281
21.770  10.000  9.616
21.780  10.000  9.629
21.790  10.000  9.929
21.800  10.000  10.241
21.810  10.000  10.253
21.820  10.000  9.816
21.830  10.000  9.734
21.840  10.000  9.938
21.850  10.000  10.104
21.860  10.000  10.141
21.870  10.000  9.872
21.880  10.000  9.887
21.890  10.000  9.828
21.900  10.000  10.039
21.910  10.000  10.105
21.920  10.000  9.977
21.930  10.000  9.959
21.940  10.000  9.877
21.950  10.000  10.223
21.960  10.000  9.922
21.970  10.000  10.063
21.980  10.000  10.060
21.990  10.000  10.099
22.000  10.000  9.927
22.010  10.000  9.903
22.020  10.000  10.078
22.030  10.000  10.111
22.040  10.000  9.901
22.050  10.000  9.743
22.060  10.000  9.975
22.070  10.000  10.065
22.080  10.000  10.315
22.090  10.000  9.847
22.100  10.000  9.832
22.110  10.000  10.161
22.120  10.000  10.387
22.130  10.000  10.070
22.140  10.000  9.766
22.150  10.000  9.890
22.160  10.000  10.099
22.170  10.000  10.219
22.180  10.000  9.907
22.190  10.000  9.659
22.200  10.000  9.804
22.210  10.000  9.996
22.220  10.000  10.080
22.230  10.000  9.971
22.240  10.000  9.898
22.250  10.000  9.862
22.260  10.000  9.975
22.270  10.000  10.105
22.280  10.000  9.926
22.290  10.000  10.010
22.300  10.000  10.080
22.310  10.000  10.225
22.320  10.000  10.086
22.330  10.000  10.071
22.340  10.000  10.114
22.350  10.000  9.792
22.360  10.000  10.032
22.370  10.000  9.956
22.380  10.000  10.026
22.390  10.000  10.080
22.400  10.000  10.118
22.410  10.000  9.719
22.420  10.000  10.061
22.430  10.000  10.157
22.440  10.000  10.172
22.450  10.000  9.726
22.460  10.000  9.916
22.470  10.000  10.048
22.480  10.000  10.062
22.490  10.000  9.849
22.500  10.000  9.985
22.510  10.000  10.020
22.520  10.000  10.173
22.530  10.000  10.011
22.540  10.000  9.869
22.550  10.000  9.915
22.560  10.000  10.120
22.570  10.000  10.055
22.580  10.000  9.872
22.590  10.000  9.695
22.600  10.000  10.056
22.610  10.000  10.256
22.620  10.000  10.180
22.630  10.000  9.686
22.640  10.000  9.797
22.650  10.000  10.033
22.660  10.000  10.358
22.670  10.000  10.321
22.680  10.000  9.889
22.690  10.000  9.552
22.700  10.000  10.176
22.710  10.000  10.188
22.720  10.000  10.348
22.730  10.000  9.995
22.740  10.000  9.716
22.750  10.000  9.960
22.760  10.000  10.074
22.770  10.000  10.239
22.780  10.000  9.779
22.790  10.000  9.792
22.800  10.000  10.027
22.810  10.000  10.090
22.820  10.000  10.112
22.830  10.000  9.939
22.840  10.000  9.773
22.850  10.000  9.756
22.860  10.000  10.025
22.870  10.000  10.230
22.880  10.000  10.034
22.890  10.000  9.922
22.900  10.000  9.745
22.910  10.000  9.824
22.920  10.000  10.369
22.930  10.000  10.170
22.940  10.000  9.805
22.950  10.000  9.631
22.960  10.000  9.940
22.970  10.000  10.362
22.980  10.000  10.437
22.990  10.000  9.970
23.000  10.000  9.462
23.010  10.000  9.876
23.020  10.000  10.318
23.030  10.000  10.268
23.040  10.000  10.036
23.050  10.000  9.562
23.060  10.000  10.012
23.070  10.000  10.119
23.080  10.000  10.382
23.090  10.000  9.910
23.100  10.000  9.665
23.110  10.000  9.937
23.120  10.000  10.032
23.130  10.000  10.134
23.140  10.000  10.030
23.150  10.000  10.011
23.160  10.000  10.002
